,Article Date,Atricle Category,Article Title,Article Link,Article content
111,8/20/2014 7:52:14 PM,Egypt-Politics,"Seven killed, 11 injured in Giza road crash","https://english.ahram.org.eg/NewsContent/1/64/108875/Egypt/Politics-/Seven-killed,--injured-in-Giza-road-crash.aspx","Seven were reported killed and 11 injured in a car accident in Giza’s Mansheyet Al-Qanater on Wednesday, according to the Al-Ahram's Arabic website. The accident involved two trucks colliding into each other. Egypt has the highest rate of road accidents and related deaths in the Middle East, with an average of 12,000 people killed annually according to the World Health Organisation (WHO).Road accidents are one of the primary causes of death in Egypt.Search Keywords: Giza Short link:  "
112,8/18/2014 3:27:26 PM,Egypt-Politics,Five dead after train hits car on railway crossing in Nile Delta,https://english.ahram.org.eg/NewsContent/1/64/108696/Egypt/Politics-/Five-dead-after-train-hits-car-on-railway-crossing.aspx,"Five Egyptians died and two others were injured on Monday when a train hit a car on a railway crossing in Beheira governorate, Al-Ahram Arabic news website reported.The train was coming from the Maamoura district of Alexandria on the way to Rashid district in Beheira.According to a recent report made by the Central Agency for Public Mobilisation and Statistics (CAPMAS), the number of fatalities from train accidents reached 781 in 2013, almost 74 percent more than in 2012, which saw 447 train-related deaths.According to the report, deficiencies in railway crossings were the main cause of accidents, responsible for over 55 percent of recordings incidents.The report also highlighted that around 18 people die every day in road accidents in Egypt, according to last year's figures.A total of 50,051 traffic accidents (including all forms of transportation) took place in 2013, 0.04 percent higher than in 2012, according to the report.Search Keywords: train  car  crash  traffic  roads  accident Short link:  "
113,8/2/2014 8:58:01 PM,Egypt-Politics,"Egyptian conscript dies, 4 injured in car crash ","https://english.ahram.org.eg/NewsContent/1/64/107581/Egypt/Politics-/Egyptian-conscript-dies,--injured-in-car-crash-.aspx","An Egyptian conscript died and four others were injured in a car crash on the Cairo-Alexandria road, Al-Ahram's Arabic website reported.The police car carrying the conscripts flipped over on its way to Cairo after the driver lost control of the wheel.International and local reports estimate that Egypt leads the Middle East when it comes to road accidents and related deaths. According to the World Health Organisation (WHO), road accidents are considered one of the main causes of death in Egypt. Search Keywords: conscripts  police Short link:  "
114,7/11/2014 12:13:28 PM,Egypt-Politics,Two fatal road accidents kill 15 north of Cairo,https://english.ahram.org.eg/NewsContent/1/64/105992/Egypt/Politics-/Two-fatal-road-accidents-kill--north-of-Cairo.aspx,"At least 15 people were killed late on Thursday in two separate traffic accidents in northern Egyptian cities, the latest of a series of almost daily fatal crashes plaguing the country’s roads.A crash involving a truck and a microbus in the western part of the Mediterranean city of Alexandria left at least eight dead on Thursday, state news agency MENA reported.Five others were wounded in the incident.In Beheira governorate, north of Cairo, seven others were killed and 11 injured when a private vehicle smashed into a microbus on a motorway in the industrial city of Kafr El-Dawwar, MENA said late on Thursday.Traffic accidents, which the government's census agency says claim 18 lives a day, are commonplace in Egypt due to badly maintained roads and poorly enforced traffic laws. According to a 2012 report by the World Health Organisation, road accidents kill about 12,000 people in Egypt every year.Last Tuesday, two accidents on highways in and near Cairo left five dead. A recent government report said that 100,000 car accidents took place in Egypt from 2008 to 2012, with 33,000 killed and another 150,000 injured. The report, jointly drawn up in April by the ministries of transport and interior, said that heavy trucks were to blame for 40 percent of traffic accidents, while private vehicles causes 33 percent of crashes, followed by microbuses (9 percent) and buses (7 percent). Search Keywords: Alexandria  road  accident  traffic  crash  death Short link:  "
115,7/8/2014 12:29:26 PM,Egypt-Politics,Highway accident leaves three dead,https://english.ahram.org.eg/NewsContent/1/64/105739/Egypt/Politics-/Highway-accident-leaves-three-dead.aspx,"Three were reported dead Tuesday in an accident on Cairo-Alexandria desert road, reported Al-Ahram's Arabic news website. The accident occurred after a micro-bus, which had no license plate, crashed into a truck whose driver had parked on the side of the road to change a tire.The crash killed the truck driver and two accompanying passengers.Two were killed hours earlier in a separate accident on the Autostrad highway in southern Cairo.Egypt has the highest rate of road accidents and related deaths in the Middle East, according to international and local reports, with an average of 12,000 people killed annually according to the World Health Organisation (WHO).Road accidents are one of the main causes of death in Egypt. Search Keywords: Accident  Road  Highway  Short link:  "
116,7/8/2014 11:08:19 AM,Egypt-Politics,Two killed in Autostrad highway accident,https://english.ahram.org.eg/NewsContent/1/64/105735/Egypt/Politics-/Two-killed-in-Autostrad-highway-accident.aspx,"Security sources stated that two people have been killed early Tuesday in a road accident southern Cairo, Al-Ahram's Arabic news website reported.The sources said the two cars crashed on Autostrad highway because of excessive speed.Egypt has the highest rate of road accidents and related deaths in the Middle East, according to international and local reports, with an average of 12,000 people killed annually according to the World Health Organisation (WHO).Road accidents are one of the main causes of death in Egypt. Search Keywords: Road Accidents Short link:  "
117,7/2/2014 10:42:04 AM,Egypt-Politics,Bus accident kills 4 in Upper Egypt,https://english.ahram.org.eg/NewsContent/1/64/105269/Egypt/Politics-/Bus-accident-kills--in-Upper-Egypt.aspx,"A tour bus has crashed in southern Egypt, killing four and injuring 11, Al-Ahram Arabic news website reported.The bus was carrying a group of passengers from a church in Assiut on Wednesday. The injured, including five children, were transferred to a nearby hospital.Egypt has the highest rate of road accidents and related deaths in the Middle East, according to international and local reports, with an average of 12,000 people killed annually according to the World Health Organisation (WHO).Road accidents are one of the main causes of death in Egypt. Search Keywords: Road Accidents  Assiut  Church Short link:  "
118,6/16/2014 4:34:36 PM,Egypt-Politics,Road accidents claim almost 18 lives per day in Egypt: CAPMAS,https://english.ahram.org.eg/NewsContent/1/64/103872/Egypt/Politics-/Road-accidents-claim-almost--lives-per-day-in-Egyp.aspx,"Around 18 people were killed daily in road accidents in Egypt last year, according to a recent report from the Central Agency for Public Mobilisation and Statistics (CAPMAS), the country's statistical body.The figure is slightly up from 2012, when an average of 17.6 persons were killed per day in road accidents.A total of 50,051 accidents took place in 2013, 0.04 percent higher than in 2012, according to the report, with the highest number of accidents occurring in December (5,105).Fifty percent of Egyptians who died on the road were between 15 and 19 years old, added the report.Over 8 percent of the accidents took place in the Nile Delta's Sharqiya governorate, which ranked the highest nationwide.Meanwhile, the number of fatalities from train accidents reached 781 in 2013, almost 74 percent more than in 2012, which saw 447 train-related deaths.According to the report, deficiencies in train crossings were the main cause of accidents, responsible for over 55 percent.International and local reports estimate that Egypt leads the Middle East when it comes to road accidents and related deaths. According to the World Health Organisation (WHO), road accidents are considered one of the main causes of death in Egypt. Search Keywords: Accidents  Road  Train  CAPMAS Short link:  "
119,6/14/2014 8:34:00 PM,Egypt-Politics,Interior Ministry to enforce safety belt law for motorists as of Saturday,https://english.ahram.org.eg/NewsContent/1/64/103702/Egypt/Politics-/Interior-Ministry-to-enforce-safety-belt-law-for-m.aspx,"A 150 Egyptian pounds ($21) fine for motorists who do not wear a seat belt will be enforced as of Saturday 14 June, said an Interior Ministry official.The seat belt law was not strictly enforced previously, Major General Medhat Qoreitam told Aswat Masriya on Thursday.The ministry's traffic department had earlier launched some awareness campaigns for three days to educate people on the importance of safety and the need to fasten seat belts.The Traffic Accidents Research Centre had reported that the highest number of injuries in accidents is because motorists do not wear seat belts, the department said.Search Keywords: Seat Belt  Road accidents  Police Short link:  "
120,5/7/2014 9:46:44 PM,Egypt-Politics,Tourist missing in Egypt’s Aswan after boat sinks,https://english.ahram.org.eg/NewsContent/1/64/100745/Egypt/Politics-/Tourist-missing-in-Egypt%E2%80%99s-Aswan-after-boat-sinks.aspx,"Security forces are still searching for a South African tourist who has gone missing after a small boat in Upper Egypt’s Aswan sinks due to bad weather. Eight others were rescued, including five tourists and the boat crew of three Egyptians. Egypt is expected to witness increasing inclement weather over the coming days. Heavy rainfall is expected across the country on Thursday, announced Egypt's Meteorological Authority, with floods in the Sinai Peninsula, the Red Sea mountain range and Upper Egypt. Search Keywords: accidents Short link:  "
121,5/6/2014 3:29:31 PM,Egypt-Politics,Ten Russian tourists injured in bus accident near Hurghada,https://english.ahram.org.eg/NewsContent/1/64/100626/Egypt/Politics-/Ten-Russian-tourists-injured-in-bus-accident-near-.aspx,"Ten Russian tourists have been injured in a bus accident on the road between Hurghada and Safaga on the Red Sea cost, Al-Ahram Arabic news website reported.  The injured tourists were transferred to Hurghada hospital suffering from serious injuries.   Egypt leads the Middle East when it comes to road accidents and related deaths. With an average of 12,000 people killed annually according to the World Health Organisation (WHO), road accidents are one of the main causes of death in Egypt.At a conference in Moscow last month, Tourism Minister Hisham Zaazou said he expected the number of Russian tourists visiting Egypt to reach 3 million by the end of 2014.Around 2.4 million Russian tourists visited Egypt in 2013. Search Keywords: Road  Accidents  Hurghada Short link:  "
122,4/27/2014 7:36:06 PM,Egypt-Politics,UPDATED: Death toll rises to 10 in car accident in Egyptian governorate of Fayoum ,https://english.ahram.org.eg/NewsContent/1/64/99961/Egypt/Politics-/UPDATED-Death-toll-rises-to--in-car-accident-in-Eg.aspx,"Death toll has reached 10 and 10 were injured in a road accident on Sunday in Egypt's Fayoum governorate, 130 km southwest of Cairo, Al-Ahram's Arabic news website reported. The accident happened when six cars and a motorcycle collided in front of Fayoum Spinning Factory on the Fayoum-Beni Suef Road.Traffic accidents are a top cause of death in Egypt.From 2008 to 2012, over 30,000 people were killed and another 150,000 injured in car accidents that numbered 100,000, according to a report released earlier this month by the ministries of interior and transportation. Search Keywords: road accidents  Fayoum governorate  road safety Short link:  "
123,4/24/2014 8:48:17 AM,Egypt-Politics,Lost highway: Death on the road in Egypt,https://english.ahram.org.eg/NewsContent/1/64/99583/Egypt/Politics-/Lost-highway-Death-on-the-road-in-Egypt.aspx,"In the past eight weeks, not less than 48 people have been killed in road accidents in Egypt, with hundreds injured. The victims were varied – Egyptians and foreigners, citizens and tourists, all from different backgrounds and classes. What they had in common: the same grim fate.Two accidents made the headlines in the past week. A school bus flipped over on the 6 October City highway due to excessive speed, killing a student and injuring four others, who remain in critical condition. The second accident was similar – yet another bus flipped over, this time in the Red Sea governorate, with four killed and 47 injured.International and local reports estimate that Egypt leads the Middle East when it comes to road accidents and related deaths. With an average of 12,000 people killed annually according to the World Health Organisation (WHO), road accidents are considered one of the main causes of death in Egypt.Earlier this month, the ministries of interior and transportation released a report about road accidents in Egypt from 2008 to 2012. According to the statistics, there were 100,000 car accidents in that period, with 33,000 killed and another 150,000 injured. Not less than 125,000 cars were destroyed.Another report published at the same time by the interior ministry's highway research department said that human error has been responsible for 76 percent of all traffic accidents since 2006. Vehicle conditions accounted for just over 20 percent of accidents, while weather and road conditions claimed about 2 percent and 1 percent, respectively.A need for speed""Human error is the main cause of car accidents in Egypt, especially speed,"" said Dr. Hassan Mahdy, a professor of traffic and road engineering at Ain Shams University.He points to truck drivers as causing more accidents in Egypt than any other category of driver.Indeed, heavy trucks cause most of the accidents in Egypt – 40 percent of them, according to the report from the ministries of interior and transportation. Private vehicles cause 33 percent of accidents, followed by microbuses (9 percent) and buses (7 percent).The report further stressed that speeding was responsible for most accidents.""It is not a big secret that many of those drivers drive under influence of narcotics because they believe that drugs will make them more active and awake, as driving trucks for long distances needs a lot of effort,"" Mahdy said.From his point of view, other human factors also contribute to an increase in the rate of car accidents – education level, illiteracy and knowledge of traffic laws.""Many drivers in Egypt ignore traffic laws and signs, not to mention that some of them can't read or write, like many truck drivers, for instance,"" he said.""If we want to reduce the rate of accidents, then we have to start changing the culture of the citizen when it comes to traffic.""The condition of a vehicle is another important element to consider.""Recently we found out that many drivers are using cars with cheap types as well as brakes, not to mention that there are old cars and vehicles on the road that shouldn't be there in the first place,"" he said.Bad roads, more deathsDespite road conditions only contributing to around 2 percent of accidents in Egypt, poor maintenance and the substandard quality of the country's highways is still responsible for the rate of accidents going up.Half of the road networks in Egypt qualify as poor and suffer from a lack of maintenance, according to the road research centre within the ministry of interior's traffic department.Speaking at a conference on international road safety in Cairo last March, Transportation Minister Ibrahim El-Demery said that Egypt's fatal traffic chaos can only be solved by building an entirely new road and highway network system.It's not just speed and poor highways that causes deaths, though. Bad weather is also to blame at times. In early March, the Sohag-Red Sea highway was closed after a landslide following bad weather conditions and heavy rain.An official in the traffic accident department at the General Authority for Roads and Highways told Ahram Online that a highway's level of safety is gauged after a final report is issued in order to determine if the number of deaths is being caused by the highway itself or human error.Half of Egypt’s road and highway networks are operated and maintained by the General Authority for Roads and Bridges, under the transportation ministry. According to an official in the authority, the other half of the network is maintained by the army or by governorates, municipalities or local councils.The official told Ahram Online that only last February the authority began to start a new system for periodic maintenance on roads and highways. The system is currently in its earliest test phase, with experts and engineers undergoing training.Mahdy, the traffic professor, says that there is a hierarchical system of quality when it comes to roads and highways in Egypt. At the top are those constructed by the General Authority. Then comes the roads built by governorates, followed by those from municipalities.Roads between villages and towns and between governorates are lower in quality than main highways like the Cairo-Alexandria desert road, Mahdy added.Still, the Cairo-Alexandria desert road has had more accidents than any other in the country, according to the government's traffic accident department.The highway is currently being operated and maintained by the army, which will continue to do so for the next 50 years.Another road with a high rate of accidents is the Cairo-Alexandria agricultural road, which passes through the Nile Delta.Many avoid it for fear of accidents, often caused by the high number of heavy trucks transporting goods between governorates, as well as speeding, of course, and the occasional instance of fog. Search Keywords: Roads  Accidents  Short link:  "
124,4/18/2014 12:45:34 PM,Egypt-Politics,"One killed, 10 injured in two road accidents in Egypt's Qalyubia","https://english.ahram.org.eg/NewsContent/1/64/99331/Egypt/Politics-/One-killed,--injured-in-two-road-accidents-in-Egyp.aspx","A student was killed and 10 injured early Friday in two road separate accidents on the agricultural highway in Qalyubia governorate. Both accidents were speed related.According to the security directorate in Qalyubia, the two accidents happened early Friday.The first involved a microbus that hit a truck on the agricultural highway near the city of Tokh early Friday, close to Benha, injuring nine people.The second accident also took place also on the agricultural highway near Tokh, where a tractor with no license plate hit a motorcycle, killing the rider, a 17-year-old student, and injuring his friend who was a passenger with him.Egypt has the highest rate of road accidents in the Middle East with an average of 12,000 people killed annually, according to the World Health Organisation. Search Keywords: road accidents  Qalyubia  Tokh Short link:  "
125,3/14/2014 3:02:44 PM,Egypt-Politics,Egypt’s recent inclement weather is first of its kind in almost 20 years ,https://english.ahram.org.eg/NewsContent/1/64/96650/Egypt/Politics-/Egypt%E2%80%99s-recent-inclement-weather-is-first-of-its-k.aspx,"The head of Egypt's Meteorological Authority, Ahmed Hussein, said on Friday that the recent rainy weather patterns in Egypt had not been seen since 1994.Egypt has witnessed heavy rain in some parts of the country and sandstorms in others.According to Hussein what makes the weather conditions particularly unusual is their severity, as they have lasted for long periods of time and covered large areas of the country.""The meteorological authority is gathering all satellite footage, data, and photos captured by citizens to electronically capture this rare occurrence and to further study it,"" Hussein added.Two different traffic accidents attributed to the rainy weather killed at 16 people last weekend, while the roof of Hurghada Airport on the Red Sea collapsed due to rainstorms.Other parts of the country, including the Wadi Al-Gadid desert province, have been hit by severe floods.Cairo has seen sandy winds as well as intermittent rain and thunderstorms.Search Keywords: weather  rain  sandstorm Short link:  "
126,3/9/2014 6:47:04 PM,Egypt-Politics,16 die as stormy weather hits Egypt,https://english.ahram.org.eg/NewsContent/1/64/96265/Egypt/Politics-/-die-as-stormy-weather-hits-Egypt.aspx,"A spate of bad weather is taking its toll in Egypt, with over a dozen killed in weather-related accidents and heavy rains causing floods and damage in parts of the country.Egyptian authorities declared an emergency alert on Sunday as the town St. Catherine in St Sinai was hit by a flood after heavy rain in the area.Egypt's meteorological authority announced on Thursday that there would be heavy rain and thunderstorms this week in Sinai, the adjacent Gulf of Suez, and in Upper Egypt. It also said that less severe weather would affect the Nile Delta area.Al-Ahram's Arabic news website reported a state of panic among St. Catherine residents, with the flood expected to reach the city’s main market area.The extent of damage is not yet known and the governorate administration of South Sinai is at its highest alert level, reported Al-Ahram.The mountainous region where St. Catherine is situated – more than 1,500 metres above sea level – is known to experience extreme weather conditions.Four hikers lost their lives while climbing mountains close to St. Catherine when they were stranded by a snowstorm in February.Weather related road accidents over the weekend also caused death in Minya governorate in Upper Egypt and near Hurghada on the Red Sea, killing 16 people in two separate bus accidents.The ceiling of the international arrivals hall of Hurghada Airport was also damaged by rain, and international flights had to be transferred to the domestic travel terminal. President Adly Mansour has ordered an investigation into the incident.Even remote provinces were not spared. Storms on Saturday and Sunday damaged mud-brick homes in oasis towns in Egypt’s desert Wadi Al-Gedid governorate, prompting a declaration of a state of emergency in the area.At least 16 homes in Al-Dakhla Oasis -- 350 km from the Nile and between the oases of Farafra and Kharga -- have been damaged by the rain, according to a local government official who spoke to Al-Ahram's Arabic news website.Arrangements have been made to accommodate local people in the main government building in the Baris Oasis, one of the only concrete structures in the area.Search Keywords: St. Catherine  flood  Wadi Al-Gedid  Hurghada  rain  weather Short link:  "
127,4/2/2013 6:52:45 PM,Egypt-Politics,Mansoura University students protest colleague's death on campus,https://english.ahram.org.eg/NewsContent/1/64/68295/Egypt/Politics-/Mansoura-University-students-protest-colleagues-de.aspx," Thousands of Mansoura University students demonstrated on Tuesday to protest what they describe as administrative negligence on campus and at the university's hospital, which, they allege, had led to the death of a student.Last Monday, first-year Mansoura University student Jihad Moussa was hit by a car on the university's campus. After being transferred to the university hospital, Moussa soon succumbed to her injuries.Protesting students attributed Moussa's death to the university hospital's lack of equipment.Students also say that the driver of the car that hit Moussa belonged to a professor at the university.Moussa's brother, Hamza, has further accused Mansoura University head Ahmed Abdel-Khaleq of attempting to persuade his family not to report that the professor in question had been responsible for the accident that led to Moussa's death.  Search Keywords: Students  Protests  Accidents  Egypt Short link:  "
128,3/29/2013 5:10:32 PM,Egypt-Politics,"2 tourists, Egyptian driver killed in accident","https://english.ahram.org.eg/NewsContent/1/64/68009/Egypt/Politics-/-tourists,-Egyptian-driver-killed-in-accident.aspx","An Egyptian security official says two Argentinian tourists and their Egyptian driver have been killed in a road accident near the ancient city of Aswan in southern Egypt.The official says two other tourists were injured in the accident Friday when the tourists' car collided with a truck along Aswan highway.The dead and the injured were transferred to hospital, according to the official, who spoke on condition of anonymity because he was not authorized to speak to the media.Road accidents are common in Egypt, which has one of the world's worst traffic safety records due to badly maintained roads and poor enforcement of traffic laws. Police estimate road accidents kill about 6,000 people every year.Search Keywords: tourists  Egypt  Aswan Short link:  "
129,1/21/2013 12:23:13 PM,Egypt-Politics,14 killed in crash on Assiut-Red Sea road,https://english.ahram.org.eg/NewsContent/1/64/62945/Egypt/Politics-/-killed-in-crash-on-AssiutRed-Sea-road.aspx,"At least 14 were killed at dawn on Sunday when a microbus crashed with a truck on the Red Sea-Assiut Road near Assiut in Upper Egypt on Monday.Thirteen were also reported injured in the tragic accident, and were transferred to Assiut University Hospital.According to a report published in July 2011 by the Central Authority for Public Transport, road and rail accidents claimed over 7,000 lives in Egypt in 2010 — a rise of 7.9 per cent over the previous year.In addition to car accidents, dozens of lives have been lost in the past few months on train accidents.On 15 January, 19 were killed in a train accident in Badrashin; this comes on the heels of another tragic accident in November that killed at least 50 children when their school bus was hit by a train.Search Keywords: Assiut  Egypt  Train   Cars Short link:  "
130,1/15/2013 4:55:55 PM,Egypt-Politics,Deadly train accidents in Egypt: A Timeline (1992 - 2012),https://english.ahram.org.eg/NewsContent/1/64/62539/Egypt/Politics-/Deadly-train-accidents-in-Egypt-A-Timeline---.aspx,"The Badrashin train crash on Monday is just the latest in a long line of major train crashes in Egypt since the early 1990s. It is the second to take place in Badrashin in six months and the fifth since President Mohamed Morsi was elected in June 2012.The health ministry says 19 people were killed and 120 injured in the crash on Monday. Most of the victims were new Central Security Forces recruits from Upper Egypt on their way to Cairo from Assiut.Survivors said the train broke down several times on its way to Badrashin and the crash took place when a carriage derailed and hit a goods train parked at a storage depot.Ahram Online provides a timeline of major train crashes in Egypt since 1992:November 2012: Train crashes into a bus carrying schoolchildren on a railway crossing in Manfalout village, Assiut governorate. Kills 51, mostly children, injures 17.November 2012: Two trains collide near Fayoum in Upper Egypt killing three people, including the driver, and injuring 46.October 2012: Train crashes into several cars in Qalyub, Qalubiya governorate killing six and injuring dozens.July 2012: Two trains collide in Badrashin, injuring 44.October 2009: Collision at Al-Ayyat in Giza, 50 km south of Cairo, kills 30 and injures 50 according to an initial security report.September 2006: Passenger train collides with a freight train north of Cairo, killing five and injuring 30.August 2006: Two trains collide in the town of Qalyub, 20 km north of Cairo, killing 57 and injuring 128.February 2002: Train packed to double capacity catches fire and kills 373 in Al-Ayyat, Giza for Egypt’s worst train disaster.November 1999: Train travelling between Cairo and Alexandria hits truck and derails, killing 10 and injuring seven.April 1999: At least 10 people die and almost 50 are injured in northern Egypt after head-on collision between trains.October 1998: Around 50 die and more than 80 are injured in a derailment just south of Alexandria. The train fails to stop at buffers and runs into a busy market square. Reports suggest passengers travelling on the roof of the train might have tampered with an air pipe, disabling the brakes.February 1997: At least 11 people die in a collision caused by human error and a signalling failure north of Aswan.February 1996: Train hits truck on a crossing killing 11 people, 90 km north of Cairo.December 1995: In thick fog, a train rams into the back of another, killing 75. Driver blamed as train was travelling well above the speed limit.May 1995: Nine die when train hits a barrier just north of Cairo and derails.April 1995: Train and bus collide on a level crossing in the Nile Delta, killing 49.December 1993: At least 12 people die and 60 are injured when two trains collide head-on about 90 km north of Cairo.February 1992: Train collision just outside Cairo kills 43 people.Search Keywords: crashes  accidents  Badrahsin Short link:  "
131,1/5/2013 4:49:05 PM,Egypt-Politics,Protesters block accident-prone railways in Egypt's Al-Ayyat,https://english.ahram.org.eg/NewsContent/1/64/61814/Egypt/Politics-/Protesters-block-accidentprone-railways-in-Egypts-.aspx,"Residents of Giza's Al-Ayyat gathered Saturday morning on the accident-prone railways that connect with the neighboring city of Kafr Ammar, demanding the construction of a crossing as a precaution to avoid tragedies.Engineer Hussein Zakaria, board head of the National Authority for Railways, said other demonstrators from Al-Ayyat rallied at Cairo Station, downtown, to call for the same demand.Rail tracks of Al-Ayyat are widely known for being prone to accidents, with the most infamous one saw 373 passengers killed in 2002 after a train caught fire. Seven years later, at least 30 people died in another accident on the same railways.Zakaria, however, slammed the protest and branded it ""illegal.""""This is illegal, given that there is already a crossing located five kilometers away from where they want a new one to be built,"" he explained.According to a report published in July 2011 by the Central Authority for Public Transport, road and rail accidents in Egypt claimed over 7.000 lives in Egypt in 2010, registering a rise of 7.9 per cent over the previous year.Last November, a train hit a school bus in Manfalout village, located in Upper Egypt's Assiut, leaving more than 50 people dead. Most of the victims were children.Search Keywords: Train  Accidents  Giza Short link:  "
132,11/17/2012 3:27:05 PM,Egypt-Politics,Egypt: 12 dead in road accident near Giza,https://english.ahram.org.eg/NewsContent/1/64/58401/Egypt/Politics-/Egypt--dead-in-road-accident-near-Giza.aspx,"Twelve were killed Saturday after a microbus collided with a lorry on the Wahat Road in south Giza. The accident left several others injured.The accident reportedly occurred after the lorry driver lost control of his vehicle.The incident came on the back of a major accident earlier Saturday in Upper Egypt's Assiut, where 50 children were killed when a train hit their school bus.According to a report published in July 2011 by the Central Authority for Public Transport, road and rail accidents claimed over 7,000 lives in Egypt in 2010 — a rise of 7.9 per cent over the previous year. Search Keywords: road accidents  Giza  Assiut  rail accidents Short link:  "
133,7/21/2012 3:15:57 PM,Egypt-Politics,Recent deadly accidents are caused by state negligence; liberal party urges for new govt,https://english.ahram.org.eg/NewsContent/1/64/48318/Egypt/Politics-/Recent-deadly-accidents-are-caused-by-state-neglig.aspx,"The liberal Free Egyptians Party expresses its sorrow and dismay over the many grave accidents in the past few days caused by negligence in maintenance and enforcement of safety codes.In a statement released Saturday the party urges the state to take up its responsibility in providing and monitoring transportation services and safety measures. The party also conveyed its sorrow over the lives lost in the recent accidents, stressing that they reflect wide-scale negligence and government failure.On Friday, for instance, a ferry transporting cars and passengers sank, leaving at least eight confirmed dead and dozens still missing.The same day, a bus turned over, leaving at least one dead and dozens injured.On Tuesday, a train derailed leaving several injured.On 15 July in Alexandria, a building condemned for not meeting construction codes collapsed, killing at least 10. No government entity had been able to enforce the order to avoid the accident.These deadly accidents opened the door for the party to insist on the transparent formation of a national salvation government, which many liberal groups have requested on and off in the year and a half since Egypt's 2011 revolution erupted.Egypt's newly-elected President Mohamed Morsi has yet to appoint a prime minister, or form the promised new coalition government. The Muslim Brotherhood's candidate replied to criticism for the delay by saying he doesn't want to rush, but some forces are making cases for the urgent need for a government.The Free Egyptians Party was represented in the now dissolved parliament as part of the Egyptians Bloc, an electoral coalition which also includes the Egyptian Social Democratic Party and the Tagammu Party. The Bloc managed to garner in the latest 2011 parliamentary election 35 of the 508 (10 seats are appointed, however) Lower House seats against a strong Islamic competition, which took 70 per cent of the seats.Search Keywords: accidents  Mohamed Morsi Short link:  "
134,7/20/2012 3:57:08 PM,Egypt-Politics,Bus accident in Red Sea highway leaves a child dead and 36 injured,https://english.ahram.org.eg/NewsContent/1/64/48252/Egypt/Politics-/Bus-accident-in-Red-Sea-highway-leaves-a-child-dea.aspx,"A bus transporting Egyptians and tourists flipped over on Friday, 38 kilometres from a large Red Sea touristy beach town, Hurghada. A young girl died in the accident and thirty-six were injured.The injured were transferred to various hospitals, including Hurghada's public hospital and two private hospitals: The Nile and El Gouna's.Four foreigners - three German tourists and a Ukranian - were transferred to the military hospital upon the request of Hurghada's governor, Mahmoud Essam.According to a report published in July 2011 by the Central Authority for Public Transport, road and rail accidents claimed over 7,000 lives in Egypt in 2010 - a rise of 7.9 per cent over the year before.Search Keywords: Egypt. Road Accidents  Short link:  "
135,5/14/2012 1:31:52 PM,Egypt-Politics,Dry Cairo didn't know how to handle a little rain,https://english.ahram.org.eg/NewsContent/1/64/41623/Egypt/Politics-/Dry-Cairo-didnt-know-how-to-handle-a-little-rain.aspx,"Summer was besieging Egypt. The momentum of consecutive weeks of hot, sunny, dry days - and forecasts - promised the weather would become harsher.This morning, however, Cairo woke up to a few clouds in the sky, cool air and an unfamiliar light haze gave everything a slightly blue-ish tint.In a sudden turn of weather across Egypt - it rained Monday morning.With the daze and unpreparedness, there were approximately 13 traffic accidents and increased congestion.The 6th of October Bridge, Cairo's longest flyover, was completely paralysed by four car accidents.The Cairo-Alexandria Delta Road also saw a lag in traffic flow because of a truck accident. Several tonnes of cement blocked the road, which caused two vehicles to collide into each other.   On the 26 of July axis in the Giza governorate of Cairo, a car overturned on the road. Another accident was seen on the 15 May Bridge, which led to minor injuries.  May is normally a hot month, and weather forecasts say it will return to 35 degrees Celsius this week.Currently, this Monday morning, it is 20 degrees Celsius and isn't expected to go beyond 31 degrees Celsius. What would happen if there was a drastic change?Search Keywords: weather  forecast  Cairo  traffic  Short link:  "
136,1/18/2011 11:49:00 AM,Egypt-Politics,Twenty injured in South Sinai bus crash ,https://english.ahram.org.eg/NewsContent/1/64/4223/Egypt/Politics-/Twenty-injured-in-South-Sinai-bus-crash-.aspx,"Sources say twenty people were injured in a bus crash in Ras Sidr, South Sinai, on Tuesday.The injured have been transported to the Ras Sidr Central Hospital.No immediate information was released as to the nationalities of those on board.Search Keywords: road accidents  Ras Sidr  Short link:  "
137,1/17/2011 3:59:00 PM,Egypt-Politics,"In Egypt, tourist bus carrying 35 crashes, no injuries reported","https://english.ahram.org.eg/NewsContent/1/64/4172/Egypt/Politics-/In-Egypt,-tourist-bus-carrying--crashes,-no-injuri.aspx",A bus carrying 35 tourists of different nationalities crashed into a car in the Red Sea resort of Hurghada. No injuries were reported. Search Keywords: crash  tourists Short link:  
138,1/17/2011 10:56:18 AM,Egypt-Politics,11 dead and five injured in Helwan road crash,https://english.ahram.org.eg/NewsContent/1/64/4117/Egypt/Politics-/-dead-and-five-injured-in-Helwan-road-crash.aspx,"A road crash between a microbus and a pickup truck in Egypt's Helwan governorate has left 11 dead and five injured.The accident took place when the microbus driver tried to dodge a car coming from the opposite direction, only to find himself slamming into a pickup truck. Reports indicate that the accident took place due to lack of clear barriers on the two-way road.The injured were taken to the El Saff El Markazy Hospital and the bodies of the dead were taken to the morgue of Atfeef Hospital.The dead include the driver of the microbus, three women and a 4-year-old boy. Search Keywords: road accidents  crash Short link:  "
